diameter,depth
0.012625061863645134,8.994966416524951
0.01613641316007108,7.895766482996939
0.010708171922722802,5.794004095920355
0.010798643129566252,9.202654952799596
0.012376262926861796,3.5978276843211616
0.013016307371566588,4.8148099570874665
0.010901424735252407,1.502122673692893
0.026155398452041338,7.665217756088911
0.012507214950032547,2.0404882914895226
0.012108442808182992,5.619991956793651
0.010670207170928455,10.338367642080664
0.011469684300921157,1.8279363640662827
0.010338189785611962,8.640084938137706
0.012311814032208051,10.570496473521246
0.010661222327349376,3.2205824952959414
0.01763639233173363,9.268847714136486
0.01439941019959201,7.575107491181468
0.013830102883058828,11.702746494862314
0.013225852373822008,2.853620972913101
0.012143627865133495,4.0659583053910815
0.016972481279128867,0.35929124826226255
0.010001931486710403,7.4671764238653076
0.011750443288647746,9.442125072400065
0.01241057468835656,6.287251413599028
0.011118657256184132,9.727786829462573
0.01395807152514189,11.255125757041398
0.011459369746681589,8.685803659743822
0.014298802325682149,10.200435785644503
0.012235960530742414,10.471927454319232
0.01961662661400332,5.649277997017902
0.01444065533602554,9.89903900238162
0.018300064776888902,8.96009439494982
0.010019979317820003,1.6363663077992197
0.01044577419584195,1.2485598580709403
0.03233254518857233,2.566352592199645
0.022386271527323098,0.3412808445490749
0.010758082536076683,7.232692243664106
0.01228579668683915,5.581534369437332
0.010277891182612724,5.620663549603529
0.012127914743937762,11.649881308303026
0.011244772984440946,10.52098307098489
0.01006600813976744,4.6240821089627975
0.012653940496584543,0.7992498526069558
0.01143327868442002,11.99555858222749
0.0106804386567136,0.2031703951635233
0.025917791638865526,7.110948851947576
0.011084006640540402,8.448676651130924
0.01181040374893755,2.456996468561742
0.011102793336123509,2.308852782995946
0.010107454806152365,3.4304870772021614
0.013833045196038847,3.7446528768513314
0.01089097485294603,10.913408933251644
0.010593430823297013,10.692201262737923
0.01625718268794542,0.43060778853493353
0.010482291506833353,2.7535451587597755
0.013388194060866304,6.107528735681823
0.0341598291712897,6.799334703041103
0.025733960859908513,1.3518200769209288
0.010986155903787655,2.4206388464294277
0.010652743029001708,1.2782423708675297
0.021691853849212663,4.869972542403403
0.01185731226840322,11.810508317288827
0.012515656424797796,8.448112746775772
0.011827219727932175,4.540920458106568
0.011106576519836911,6.0546080516094625
0.011241429753207448,6.170065702196181
0.018323296259258156,5.686415227008508
0.010353551326342119,2.257049510344353
0.011992500811548344,5.760523709766154
0.012920510576694147,8.788965384574878
0.011575674279049337,5.958497407628227
0.010288034049629843,6.890550281567563
0.01280910689552774,11.309744562246745
0.02400593527041919,6.705233378456841
0.012685678856909684,3.0153575589690313
0.01426415149659291,3.442334686624795
0.014729870062137787,0.06521858393851021
0.010867765920086264,5.305873693437235
0.011529467171441548,10.773048523439737
0.01049119304613078,5.044344019385891
0.014718533149543878,7.643928828447549
0.011804262163527963,5.911079849488303
0.010611562950932945,10.751575017694616
0.01038718946717955,10.224144926228089
0.011151805502382187,4.127937067250697
0.016495679154181687,8.284639682028144
0.010465174969967043,1.8264065249297219
0.011313541512866261,8.512944904201234
0.010273810556304415,0.8695059098541642
0.010439653614481757,10.451012481066833
0.010217235359763242,3.534929457749785
0.01531871084724957,6.573401897653872
0.014377083561200425,0.9715786288387736
0.011007228454582027,9.390205489525666
0.01113407670180605,4.198286031317412
0.010491062092974731,7.162356054847275
0.015490402129650036,9.095688649142513
0.010938762244378205,2.865453993570408
0.01518276132168074,0.6438239299247375
0.011623301219379724,0.5045623220843836
0.010408178254102436,8.416041873096656
0.01657860701042594,0.6507036893013507
0.01075926590390868,6.756991411631553
0.01011242684492377,8.165345794431738
0.010084717163298918,3.283247422057784
0.011508836336018898,2.1610175879174576
0.014875636832033884,8.125037469313321
0.013109831171095227,7.961195279316993
0.010773739009459563,3.7874510091560123
0.01604058243253115,3.1693973431007008
0.015805559359543177,3.5331722225033637
0.018448707941010216,6.565864219633574
0.010642568087560757,10.260424655550835
0.016388989794311665,9.019159340086262
0.01021440315440119,4.4420960925209005
0.015807625123939077,7.209236325897687
0.012004892832960308,9.902411314013948
0.01785590129042995,8.582833904097152
0.012195494804722628,0.4806698590433718
0.01228477057846717,2.8758127465836663
0.011737256292788871,11.579078671352082
0.013713390085471127,2.5265723862033735
0.013159965573363337,8.045301770652502
0.016682132029099933,11.929774799219626
0.016357922201235962,0.3294743149162844
0.05107898660651079,8.931104206639354
0.013451544540211363,7.596987195029449
0.011160381053013643,6.025767187972198
0.013933755731023255,6.938048641485874
0.010248300311428296,6.641638774838397
0.011440292391315823,11.805884709757922
0.01134807333436494,2.312853151499785
0.011671721954244435,1.1660928147304714
0.010133861305640873,10.415567085361918
0.012107737038532171,5.971399969889369
0.011303267912403962,8.428758245131382
0.019163838465153484,4.525028831374492
0.014283703262189935,7.260396880167331
0.010057947665601356,1.0690297035558785
0.010984252034999809,3.004006686443849
0.010634091863827936,5.056961685884305
0.015205282918866794,3.500297718365103
0.011512736596570984,2.034326885373849
0.013371140905924436,0.24909160729119728
0.01251686438869479,3.2009812473675177
0.013752159693864594,4.613015268086951
0.016925879281171233,0.338476503244598
0.014776750132425685,3.850890915788452
0.013709899370737758,9.668918410784197
0.011777340866834896,6.931244310019277
0.010053101768483444,5.116860135225103
0.014566791056926464,6.254675764511291
0.01984197372233499,3.2410819383557525
0.011834589753209482,7.8511220938833715
0.010154543768546902,3.9363030416616267
0.01141471507951963,4.138878612957906
0.010853357021945294,11.204093497635839
0.010949707021524695,0.8769716082867043
0.011869171990502641,10.73987344691088
0.01124845657616005,0.8006617982816557
0.010183734485046907,11.14600347037977
0.012580519386924359,6.744219068734295
0.011120236857759676,0.7232633211480506
0.012107337063776258,10.825895659097382
0.0159879077318193,10.472614412420167
0.014584140928070007,1.762286843036224
0.013399417330643024,8.611147751851094
0.0114742045690918,6.591835704575883
0.010323292867255139,6.912380953513741
0.010001987247777967,7.398174477525748
0.01170126928068391,9.691285573858908
0.01804469449562279,11.819417442340091
0.010346767298580648,10.5216442060581
0.013485604256515783,10.160459967465995
0.015385581607293395,1.2314054322842187
0.010731999452847243,9.59026857407481
0.012035565854784196,7.615599058575785
0.022297645913171828,6.299539653864979
0.04004754908895893,2.6377801599366824
0.014159442676663808,3.0410423047740327
0.010633776119371548,5.068490792177146
0.011132636880595632,4.505336294805937
0.010717073016946415,2.877740914787892
0.01187938889307704,11.472495919164759
0.010386077367149502,2.7982711747317066
0.011552315905315427,3.80941341742886
0.012557510436274195,10.360874545755063
0.010029422824224556,5.876203037460867
0.012607986520615372,5.000262127316583
0.016575813303460397,1.4570020660540246
0.013139841055334165,3.384708534044488
0.010168905418110776,4.719336789533546
0.010360438691510132,2.956635748339756
0.014486612845966538,10.038974333993206
0.010297724683958178,1.8058777086364146
0.014303023234787418,10.37260864677377
0.013173342958430824,2.8324551289036326
0.011794776179668983,2.2720992072608532
0.011285455905658952,11.429210737744068
0.010377642792894118,4.8158234722929185
0.010370606976260665,10.98762416196894
0.023834040431112206,3.867334568920574
0.013132715539025197,4.071342971062597
0.01217518172854408,1.5923738767393725
0.01657286309798112,7.587360088409381
0.01047016486742443,7.814726861353996
0.010166277997058153,10.290330158544187
0.015704087654070848,9.606584822337076
0.04359644854511784,7.525082190141958
0.010436813027685224,2.0790176538334673
0.010991235850868449,4.294112332312265
0.010281212576896107,10.307255111693461
0.011806601369998471,8.3477426667335
0.024181042524514185,2.5271721321313394
0.01143780024173223,2.5600113304431242
0.010214341864635657,11.805534335541036
0.010130410441092244,3.621394233885322
0.014782199524443323,8.055472027103072
0.011889986327110611,1.1976542611754195
0.014119039988390859,11.982180530521532
0.012549180186313503,7.3257191345546335
0.010227463616653998,3.459147679592627
0.012795707188811819,7.451161623094965
0.010111287399532468,2.651684798970993
0.011273173215267605,0.3350780857143829
0.010064404974888901,1.6907696969377062
0.03225464258600684,10.172441651718394
0.010579447456226533,4.438981394962202
0.010838721309289978,8.02275777682098
0.0148339168576933,4.060098279098572
0.011008175775241064,1.608195464278908
0.01060002093648165,8.314263559821825
0.017873709580559786,5.467847312770166
0.014796217143836195,4.371185841541985
0.011594291394652774,9.75263801796982
0.012589653389313034,1.8308958113940075
0.010978694418534347,11.777726584459247
0.012578373877162376,2.28310090325654
0.013874828902574434,3.3997747124942985
0.010380325246802411,8.56749897882833
