diameter,depth,rcs_db,received_power,is_detected
0.010259290096620844,8.14054806467394,-101.36343861284408,-133.5450062342069,False
0.015065046147950826,6.165483535684897,-91.35224924964918,-117.52910030428683,False
0.013680039080915885,2.358978225822828,-93.86523694711659,-101.39528832696683,False
0.010416014020583394,10.38365917635762,-100.96838388273339,-138.74579877823138,False
0.012652166149583888,11.751641628637753,-95.90058404246687,-136.6707059070947,False
0.012504521015267724,8.261394108344772,-96.20645358532923,-128.71708048335125,False
0.014563431337601554,4.451223237811811,-92.23465447694502,-111.7781458832271,False
0.014115061340365607,2.654896360770245,-93.04951104236116,-102.74006893816183,False
0.013355112936306255,3.2148132537605614,-94.49162333469998,-107.74918461656254,False
0.019243512908001224,1.3348540676857974,-84.97341590120615,-82.50020140946215,True
0.011977701114437325,8.625334500588224,-97.32806892843142,-130.80818132374228,False
0.0157734425525189,11.375166593000152,-90.15488792690854,-130.12698033752022,False
0.014871232681282182,10.59844802066803,-91.68965910196181,-129.95474624092068,False
0.011008464437729737,1.4028314203271148,-99.52687260388466,-97.9005977616076,False
0.01009656248022908,9.23055939733247,-101.78006500232947,-136.80660502547647,False
0.010417759324750402,8.948015021999009,-100.96401803335112,-135.27832801805638,False
0.01799914520739608,1.5120851726554632,-86.71536439362018,-86.37704833043885,True
0.010084973495491598,7.321457378229423,-101.80999156103113,-131.6567043932788,False
0.010194726746851068,4.945755763894857,-101.52794184882663,-123.17500380065428,False
0.011630230043538034,11.696304053898437,-98.09517892730784,-138.74912576622833,False
0.010090953931954711,3.1163466543511635,-101.79454382129846,-114.46620426056718,False
0.021516739190396917,8.722520510584772,-82.06388988902083,-115.79767112097849,False
0.011366880863120446,5.918110097065217,-98.6919987420943,-124.01318013893703,False
0.01435101531784021,2.731700108566779,-92.61751955185268,-102.83415771722827,False
0.010106020175110314,2.260574489629311,-101.7556675770978,-108.51422743438589,False
0.010265706805221745,2.2367704116002978,-101.34714584802778,-107.91463814646883,False
0.010113041226041555,8.135386860032312,-101.73757057206677,-133.90500200973773,False
0.024287059484795388,9.080033230778177,-78.9079810409069,-113.55712455963729,False
0.017940532130312437,0.5860011842837038,-86.80035800646955,-71.0359128057627,True
0.040419463136430515,1.88222138514339,-65.63504478420546,-69.12055002786494,True
0.012111646251547939,1.063935170137908,-97.03828656500583,-90.75918531732935,False
0.015083047957441493,3.422502369119215,-91.32113051652635,-105.76526349277563,False
0.010053153780542065,10.229728590844658,-101.89233767750564,-139.3157884845845,False
0.01688571903968213,0.9699995455387271,-88.37930370332066,-80.57919769402781,True
0.010567084799784672,10.536472391873797,-100.593165675004,-138.71827013897396,False
0.010092035126410423,10.059863295482398,-101.79175202399784,-138.82011438284746,False
0.014015024311483569,6.7115390055745525,-93.23484590404782,-121.20743922171602,False
0.012252441656474648,7.732615850893588,-96.73711864110926,-127.77964263615387,False
0.011235194930082742,11.592264384012879,-98.99564052288618,-139.4301298582413,False
0.010194710122065725,3.7286124408740506,-101.52798434172675,-117.61262784600018,False
0.010567719777152373,0.9034806863888933,-100.59159991365897,-91.63459170346549,False
0.010496473335685387,9.864750649459658,-100.76787281932916,-137.33642093037133,False
0.012005774788128736,7.763977761493422,-97.26706569175823,-128.39877147878113,False
0.014923238732765994,7.580398670420429,-91.59869203437785,-122.20436848000134,False
0.023483968497708108,10.22677435999099,-79.7841878837896,-117.20080805917198,False
0.011014041861757784,0.7128374428653896,-99.51367386348265,-86.77631241291083,True
0.015129676805300732,1.84773169129988,-91.2406981785877,-94.39954746659132,False
0.0192262254039647,8.944753319363164,-84.99683545676469,-119.30282651433731,False
0.010891216977430156,1.1740333974401573,-99.80589261656014,-95.16625449884974,False
0.011474847409569187,1.3712676425445438,-98.44566208667194,-96.43075290763701,False
0.01110818742258339,1.9903816964018142,-99.2918853057023,-103.76848904803869,False
0.0136556053316787,1.1301051334980334,-93.91181984144359,-88.63495550988503,True
0.011991621138135341,2.0581039818773297,-97.29780329090056,-102.3709554962907,False
0.012702226725306966,11.391119183671059,-95.7976856130399,-135.80396430522492,False
0.01666422603150977,8.110478518268783,-88.72336836960804,-120.8224815007564,False
0.010818142327540277,5.112911069176325,-99.98131577830968,-122.29988017054643,False
0.011375045631228367,3.398026334209528,-98.67328838056787,-112.98086815339519,False
0.012688962214243737,1.9145175452353889,-95.82491098400304,-99.61152466880102,False
0.02600941964532645,8.16726224243288,-77.12263752443118,-109.37726470847417,False
0.013890928752291158,4.590465056552366,-93.46660020415828,-113.62135040901093,False
0.012991344636217234,9.488919410654903,-95.21123099442028,-130.87506514211154,False
0.010020672085509273,10.462120438396392,-101.97666619557575,-139.9330550878664,False
0.011185028276530194,0.24384795785485647,-99.11225204975537,-71.13385030938724,True
0.011252202061655515,6.007659847447135,-98.95622588646908,-124.59042874600343,False
0.01416224601389853,10.093043573760504,-92.96254917385725,-130.06846190702348,False
0.013206392633913837,4.5418996050531675,-94.7834249336556,-114.7267634478387,False
0.011383793388317185,2.0186387848793377,-98.65325693968532,-103.38092085778088,False
0.010937693201728427,11.734597525550194,-99.69493298686025,-140.42931319592287,False
0.010372762602531109,10.846344147834161,-101.07681092278973,-139.89605121277245,False
0.013808985997267525,7.224292717725701,-93.62076987783722,-123.17731078298618,False
0.028060597829696006,6.365589557478032,-75.14466206655321,-101.9937585159776,False
0.012582243875839259,0.41513479562278466,-96.044991311767,-75.19670946523662,True
0.011562658931171666,1.1304119788323255,-98.24701431598837,-92.97467614176477,False
0.014787164965518277,9.33733990957428,-91.83738215812538,-127.12889030470012,False
0.014147723845666982,1.2734508896957464,-92.98928278655715,-89.7175889922993,True
0.012966043597610239,5.8098621088860884,-95.26202857775621,-120.199682467168,False
